"Landscape","Transect","Plot.ID","Tree.ID","Scientific.Name","Taxon.Rank","Class","DBH","TT"
"SimForest","T11","T11_P5","T11_P5_6","Litsea firma","Species","A",60.9,38.9
"SimForest","T11","T11_P1","T11_P1_7","Litsea firma","Species","C",9.1,10.9
"SimForest","T11","T11_P3","T11_P3_8","Litsea firma","Species","C",7.8,10
"SimForest","T11","T11_P2","T11_P2_9","Litsea firma","Species","B",18.4,17.1
"SimForest","T11","T11_P2","T11_P2_1","Baccaurea macrocarpa","Species","C",14.8,13.7
"SimForest","T11","T11_P3","T11_P3_2","Baccaurea macrocarpa","Species","C",12.4,11.3
"SimForest","T11","T11_P5","T11_P5_3","Baccaurea macrocarpa","Species","C",8.7,10.5
"SimForest","T11","T11_P1","T11_P1_4","Baccaurea macrocarpa","Species","B",17.7,14.4
"SimForest","T11","T11_P5","T11_P5_5","Baccaurea macrocarpa","Species","C",10.4,10.7
"SimForest","T11","T11_P4","T11_P4_6","Baccaurea macrocarpa","Species","C",8.8,10.3
"SimForest","T11","T11_P3","T11_P3_7","Baccaurea macrocarpa","Species","B",22.7,19.6
"SimForest","T11","T11_P3","T11_P3_8","Baccaurea macrocarpa","Species","C",13.5,13.9
"SimForest","T11","T11_P2","T11_P2_1","Garcinia parvifolia","Species","C",15,13.7
"SimForest","T11","T11_P2","T11_P2_2","Garcinia parvifolia","Species","A",48.5,38.3
"SimForest","T11","T11_P2","T11_P2_3","Garcinia parvifolia","Species","B",26.2,19.1
"SimForest","T11","T11_P4","T11_P4_4","Garcinia parvifolia","Species","C",8,9.7
"SimForest","T11","T11_P5","T11_P5_5","Garcinia parvifolia","Species","B",17.5,16.5
"SimForest","T11","T11_P3","T11_P3_6","Garcinia parvifolia","Species","C",7.5,9
"SimForest","T11","T11_P4","T11_P4_7","Garcinia parvifolia","Species","B",27.6,22.5
"SimForest","T11","T11_P4","T11_P4_1","Alstonia scholaris","Species","B",20.5,15.9
"SimForest","T11","T11_P5","T11_P5_2","Alstonia scholaris","Species","B",29.6,20.8
"SimForest","T11","T11_P5","T11_P5_3","Alstonia scholaris","Species","B",27,21.4
"SimForest","T11","T11_P2","T11_P2_4","Alstonia scholaris","Species","C",13.6,14.3
"SimForest","T11","T11_P2","T11_P2_1","Calophyllum inophyllum","Species","B",26.7,20.6
"SimForest","T11","T11_P3","T11_P3_2","Calophyllum inophyllum","Species","C",14.9,12.4
"SimForest","T11","T11_P3","T11_P3_3","Calophyllum inophyllum","Species","A",63.6,40.6
"SimForest","T11","T11_P5","T11_P5_4","Calophyllum inophyllum","Species","C",9.9,10.2
"SimForest","T11","T11_P4","T11_P4_5","Calophyllum inophyllum","Species","C",8.9,9.8
"SimForest","T11","T11_P4","T11_P4_1","Elateriospermum tapos","Species","C",14.5,14.3
"SimForest","T11","T11_P1","T11_P1_2","Elateriospermum tapos","Species","C",8.3,9.9
"SimForest","T11","T11_P5","T11_P5_3","Elateriospermum tapos","Species","B",18,14.6
"SimForest","T11","T11_P5","T11_P5_4","Elateriospermum tapos","Species","A",47.3,38.1
"SimForest","T11","T11_P1","T11_P1_1","Eusideroxylon zwageri","Species","C",9,10.3
"SimForest","T11","T11_P1","T11_P1_2","Eusideroxylon zwageri","Species","C",12.2,11.2
"SimForest","T11","T11_P4","T11_P4_3","Eusideroxylon zwageri","Species","C",8.4,10.4
"SimForest","T11","T11_P4","T11_P4_4","Eusideroxylon zwageri","Species","B",28.4,21.7
"SimForest","T11","T11_P5","T11_P5_5","Eusideroxylon zwageri","Species","C",11.9,12.7
"SimForest","T11","T11_P2","T11_P2_1","Intsia palembanica","Species","C",10.4,10.7
"SimForest","T11","T11_P3","T11_P3_1","Macaranga gigantea","Species","C",15.2,13.3
"SimForest","T11","T11_P3","T11_P3_2","Macaranga gigantea","Species","C",9.3,11.4
"SimForest","T11","T11_P5","T11_P5_3","Macaranga gigantea","Species","B",25.6,19.4
"SimForest","T11","T11_P2","T11_P2_4","Macaranga gigantea","Species","B",17.3,13.7
"SimForest","T11","T11_P1","T11_P1_5","Macaranga gigantea","Species","B",21.3,18.4
"SimForest","T11","T11_P1","T11_P1_6","Macaranga gigantea","Species","C",7.9,9.3
"SimForest","T11","T11_P3","T11_P3_1","Mallotus paniculatus","Species","C",14.7,14
"SimForest","T11","T11_P3","T11_P3_2","Mallotus paniculatus","Species","C",9.9,11.2
"SimForest","T11","T11_P5","T11_P5_3","Mallotus paniculatus","Species","C",10.1,11.4
"SimForest","T11","T11_P2","T11_P2_4","Mallotus paniculatus","Species","B",27.7,19
"SimForest","T11","T11_P4","T11_P4_5","Mallotus paniculatus","Species","B",20.6,18.8
"SimForest","T11","T11_P2","T11_P2_6","Mallotus paniculatus","Species","C",10,10.5
"SimForest","T11","T11_P5","T11_P5_1","Nephelium lappaceum","Species","C",6.4,9.1
"SimForest","T11","T11_P4","T11_P4_2","Nephelium lappaceum","Species","A",64.2,42.9
"SimForest","T11","T11_P1","T11_P1_3","Nephelium lappaceum","Species","C",14,13.5
"SimForest","T11","T11_P4","T11_P4_1","Parkia speciosa","Species","C",8.9,9.9
"SimForest","T11","T11_P1","T11_P1_2","Parkia speciosa","Species","C",15.9,14.8
"SimForest","T11","T11_P3","T11_P3_3","Parkia speciosa","Species","C",13.5,14.1
"SimForest","T11","T11_P5","T11_P5_4","Parkia speciosa","Species","C",13.1,12.2
"SimForest","T11","T11_P2","T11_P2_5","Parkia speciosa","Species","B",20.9,18.6
"SimForest","T11","T11_P1","T11_P1_6","Parkia speciosa","Species","C",6.9,8.5
"SimForest","T11","T11_P1","T11_P1_7","Parkia speciosa","Species","C",8,9.1
"SimForest","T11","T11_P1","T11_P1_1","Vatica rassak","Species","C",16,16
"SimForest","T11","T11_P4","T11_P4_2","Vatica rassak","Species","A",60.4,42.6
"SimForest","T11","T11_P5","T11_P5_3","Vatica rassak","Species","C",11.3,12.6
"SimForest","T12","T12_P4","T12_P4_1","Shorea leprosula","Species","C",10.8,11.4
"SimForest","T12","T12_P2","T12_P2_2","Shorea leprosula","Species","A",42.2,29.8
"SimForest","T12","T12_P3","T12_P3_3","Shorea leprosula","Species","B",29,20.5
"SimForest","T12","T12_P2","T12_P2_4","Shorea leprosula","Species","B",22.9,16.8
"SimForest","T12","T12_P3","T12_P3_5","Shorea leprosula","Species","C",12.7,12.1
"SimForest","T12","T12_P3","T12_P3_6","Shorea leprosula","Species","C",10.5,10.5
"SimForest","T12","T12_P1","T12_P1_7","Shorea leprosula","Species","C",7,9.8
"SimForest","T12","T12_P4","T12_P4_8","Shorea leprosula","Species","B",28.2,21.5
"SimForest","T12","T12_P2","T12_P2_9","Shorea leprosula","Species","A",48.7,32.9
"SimForest","T12","T12_P5","T12_P5_10","Shorea leprosula","Species","B",17.1,16.7
"SimForest","T12","T12_P1","T12_P1_11","Shorea leprosula","Species","B",27.4,23.5
"SimForest","T12","T12_P5","T12_P5_1","Shorea parvifolia","Species","B",20.5,17.5
"SimForest","T12","T12_P3","T12_P3_1","Shorea acuminata","Species","C",12.1,12.1
"SimForest","T12","T12_P2","T12_P2_2","Shorea acuminata","Species","B",20.1,15.4
"SimForest","T12","T12_P4","T12_P4_3","Shorea acuminata","Species","B",28.3,22.7
"SimForest","T12","T12_P2","T12_P2_4","Shorea acuminata","Species","B",29.9,20.3
"SimForest","T12","T12_P2","T12_P2_5","Shorea acuminata","Species","C",15.6,15.7
"SimForest","T12","T12_P4","T12_P4_6","Shorea acuminata","Species","C",13.6,14.4
"SimForest","T12","T12_P2","T12_P2_7","Shorea acuminata","Species","C",15.7,13.3
"SimForest","T12","T12_P5","T12_P5_8","Shorea acuminata","Species","B",28.1,24.4
"SimForest","T12","T12_P3","T12_P3_9","Shorea acuminata","Species","B",18.2,17.6
"SimForest","T12","T12_P5","T12_P5_1","Dipterocarpus alatus","Species","B",30.9,20.8
"SimForest","T12","T12_P1","T12_P1_2","Dipterocarpus alatus","Species","C",13.9,14.5
"SimForest","T12","T12_P3","T12_P3_3","Dipterocarpus alatus","Species","B",31.1,21.7
"SimForest","T12","T12_P5","T12_P5_1","Dipterocarpus caudatus","Species","C",15.4,14.7
"SimForest","T12","T12_P2","T12_P2_2","Dipterocarpus caudatus","Species","C",11.6,12.9
"SimForest","T12","T12_P4","T12_P4_3","Dipterocarpus caudatus","Species","B",19.5,16.8
"SimForest","T12","T12_P1","T12_P1_4","Dipterocarpus caudatus","Species","C",7.4,9.1
"SimForest","T12","T12_P2","T12_P2_5","Dipterocarpus caudatus","Species","C",6,8.9
"SimForest","T12","T12_P1","T12_P1_6","Dipterocarpus caudatus","Species","C",7.9,9.6
"SimForest","T12","T12_P4","T12_P4_7","Dipterocarpus caudatus","Species","B",25.9,22.4
"SimForest","T12","T12_P5","T12_P5_8","Dipterocarpus caudatus","Species","B",18.9,17
"SimForest","T12","T12_P2","T12_P2_9","Dipterocarpus caudatus","Species","C",14.9,14.6
"SimForest","T12","T12_P5","T12_P5_10","Dipterocarpus caudatus","Species","C",15.2,14.2
"SimForest","T12","T12_P2","T12_P2_11","Dipterocarpus caudatus","Species","B",17.2,15.5
"SimForest","T12","T12_P4","T12_P4_12","Dipterocarpus caudatus","Species","B",29.3,20.5
"SimForest","T12","T12_P3","T12_P3_13","Dipterocarpus caudatus","Species","A",69.1,52.6
"SimForest","T12","T12_P1","T12_P1_14","Dipterocarpus caudatus","Species","C",9.8,10.6
"SimForest","T12","T12_P1","T12_P1_1","Hopea nervosa","Species","C",9.7,10.5
"SimForest","T12","T12_P2","T12_P2_1","Dryobalanops aromatica","Species","C",10.3,10.4
"SimForest","T12","T12_P5","T12_P5_2","Dryobalanops aromatica","Species","A",61.1,36.5
"SimForest","T12","T12_P1","T12_P1_1","Syzygium polyanthum","Species","C",10.7,11.4
"SimForest","T12","T12_P4","T12_P4_2","Syzygium polyanthum","Species","C",8,9.7
"SimForest","T12","T12_P2","T12_P2_3","Syzygium polyanthum","Species","C",15,15.3
"SimForest","T12","T12_P5","T12_P5_4","Syzygium polyanthum","Species","C",15.8,14.1
"SimForest","T12","T12_P4","T12_P4_5","Syzygium polyanthum","Species","C",9.2,10
"SimForest","T12","T12_P2","T12_P2_6","Syzygium polyanthum","Species","C",14.4,12.3
"SimForest","T12","T12_P4","T12_P4_1","Syzygium claviflorum","Species","B",22.2,16.1
"SimForest","T12","T12_P5","T12_P5_2","Syzygium claviflorum","Species","B",17.7,15.6
"SimForest","T12","T12_P3","T12_P3_3","Syzygium claviflorum","Species","C",11,11.8
"SimForest","T12","T12_P4","T12_P4_4","Syzygium claviflorum","Species","A",53.9,33.1
"SimForest","T12","T12_P1","T12_P1_1","Dacryodes rostrata","Species","B",31.1,21.2
"SimForest","T12","T12_P3","T12_P3_2","Dacryodes rostrata","Species","C",13.4,11.8
"SimForest","T12","T12_P1","T12_P1_3","Dacryodes rostrata","Species","B",19.3,17.2
"SimForest","T12","T12_P1","T12_P1_4","Dacryodes rostrata","Species","B",18.2,16.1
"SimForest","T12","T12_P4","T12_P4_5","Dacryodes rostrata","Species","B",26.2,20.6
"SimForest","T12","T12_P1","T12_P1_6","Dacryodes rostrata","Species","C",8.3,10.8
"SimForest","T12","T12_P5","T12_P5_1","Diospyros macrophylla","Species","B",23.6,18.1
"SimForest","T12","T12_P5","T12_P5_1","Ficus benjamina","Species","C",12.6,13.1
"SimForest","T12","T12_P5","T12_P5_2","Ficus benjamina","Species","B",28,19.1
"SimForest","T12","T12_P1","T12_P1_1","Artocarpus elasticus","Species","C",6.7,9.2
"SimForest","T12","T12_P1","T12_P1_2","Artocarpus elasticus","Species","C",9.9,10.5
"SimForest","T12","T12_P4","T12_P4_1","Durio zibethinus","Species","C",13.3,13.9
"SimForest","T12","T12_P4","T12_P4_2","Durio zibethinus","Species","B",19.6,15.4
"SimForest","T12","T12_P1","T12_P1_3","Durio zibethinus","Species","A",58.4,44.2
"SimForest","T12","T12_P5","T12_P5_4","Durio zibethinus","Species","A",63.2,48.8
"SimForest","T12","T12_P1","T12_P1_1","Koompassia excelsa","Species","B",23,18.2
"SimForest","T12","T12_P4","T12_P4_2","Koompassia excelsa","Species","C",15.7,14.5
"SimForest","T12","T12_P2","T12_P2_3","Koompassia excelsa","Species","C",11.6,13
"SimForest","T12","T12_P1","T12_P1_4","Koompassia excelsa","Species","B",27.3,24.1
"SimForest","T12","T12_P2","T12_P2_5","Koompassia excelsa","Species","B",24.3,18.5
"SimForest","T12","T12_P3","T12_P3_1","Dyera costulata","Species","C",13.3,13.9
"SimForest","T12","T12_P3","T12_P3_2","Dyera costulata","Species","C",8.3,10.2
"SimForest","T12","T12_P5","T12_P5_3","Dyera costulata","Species","C",8.5,9.6
"SimForest","T12","T12_P3","T12_P3_4","Dyera costulata","Species","C",12.4,13.3
"SimForest","T12","T12_P1","T12_P1_5","Dyera costulata","Species","B",29.7,22.7
"SimForest","T12","T12_P1","T12_P1_1","Palaquium rostratum","Species","B",27.7,20.4
"SimForest","T12","T12_P1","T12_P1_2","Palaquium rostratum","Species","C",10.1,12
"SimForest","T12","T12_P3","T12_P3_1","Santiria laevigata","Species","C",15,13.2
"SimForest","T12","T12_P4","T12_P4_2","Santiria laevigata","Species","B",18.8,14.6
"SimForest","T12","T12_P2","T12_P2_3","Santiria laevigata","Species","A",42.4,27.7
"SimForest","T12","T12_P1","T12_P1_4","Santiria laevigata","Species","C",13.3,14.2
"SimForest","T12","T12_P1","T12_P1_1","Knema laurina","Species","B",30,25.3
"SimForest","T12","T12_P4","T12_P4_2","Knema laurina","Species","B",23.4,20.7
"SimForest","T12","T12_P1","T12_P1_3","Knema laurina","Species","B",20,15
"SimForest","T12","T12_P4","T12_P4_1","Horsfieldia irya","Species","B",19.6,15.4
"SimForest","T12","T12_P2","T12_P2_2","Horsfieldia irya","Species","B",24.6,21.4
"SimForest","T12","T12_P3","T12_P3_3","Horsfieldia irya","Species","B",24.2,20
"SimForest","T12","T12_P4","T12_P4_4","Horsfieldia irya","Species","C",6.3,8.2
"SimForest","T12","T12_P4","T12_P4_5","Horsfieldia irya","Species","C",7.3,9.8
"SimForest","T12","T12_P1","T12_P1_6","Horsfieldia irya","Species","B",21.7,20.1
"SimForest","T12","T12_P3","T12_P3_1","Litsea firma","Species","C",12.1,11.1
"SimForest","T12","T12_P5","T12_P5_2","Litsea firma","Species","C",11.6,12.1
"SimForest","T12","T12_P2","T12_P2_3","Litsea firma","Species","C",11.4,12.8
"SimForest","T12","T12_P2","T12_P2_4","Litsea firma","Species","B",24.3,19.1
"SimForest","T12","T12_P1","T12_P1_5","Litsea firma","Species","B",23,19.1
"SimForest","T12","T12_P4","T12_P4_6","Litsea firma","Species","B",25.4,19.7
"SimForest","T12","T12_P1","T12_P1_7","Litsea firma","Species","A",63.1,41.6
"SimForest","T12","T12_P1","T12_P1_8","Litsea firma","Species","A",56.2,41.5
"SimForest","T12","T12_P5","T12_P5_1","Baccaurea macrocarpa","Species","C",15.9,13.5
"SimForest","T12","T12_P2","T12_P2_2","Baccaurea macrocarpa","Species","C",8.1,10.5
"SimForest","T12","T12_P5","T12_P5_3","Baccaurea macrocarpa","Species","C",13.1,13.2
"SimForest","T12","T12_P5","T12_P5_4","Baccaurea macrocarpa","Species","C",14.5,12.7
"SimForest","T12","T12_P3","T12_P3_1","Garcinia parvifolia","Species","B",24,21.4
"SimForest","T12","T12_P3","T12_P3_2","Garcinia parvifolia","Species","C",14.2,12.5
"SimForest","T12","T12_P4","T12_P4_3","Garcinia parvifolia","Species","B",30.6,21.7
"SimForest","T12","T12_P5","T12_P5_4","Garcinia parvifolia","Species","C",8.8,9.5
"SimForest","T12","T12_P3","T12_P3_5","Garcinia parvifolia","Species","C",13,12.1
"SimForest","T12","T12_P4","T12_P4_6","Garcinia parvifolia","Species","C",9,10.1
"SimForest","T12","T12_P5","T12_P5_7","Garcinia parvifolia","Species","C",16,14
"SimForest","T12","T12_P3","T12_P3_8","Garcinia parvifolia","Species","C",9.7,10.7
"SimForest","T12","T12_P5","T12_P5_9","Garcinia parvifolia","Species","C",9.8,10.6
"SimForest","T12","T12_P1","T12_P1_10","Garcinia parvifolia","Species","A",50.7,33.9
"SimForest","T12","T12_P5","T12_P5_11","Garcinia parvifolia","Species","C",11.1,11.3
"SimForest","T12","T12_P1","T12_P1_12","Garcinia parvifolia","Species","C",12.7,12.1
"SimForest","T12","T12_P4","T12_P4_1","Alstonia scholaris","Species","B",22.9,17.8
"SimForest","T12","T12_P4","T12_P4_1","Calophyllum inophyllum","Species","C",12.3,11.5
"SimForest","T12","T12_P3","T12_P3_2","Calophyllum inophyllum","Species","C",6.3,8.5
"SimForest","T12","T12_P5","T12_P5_3","Calophyllum inophyllum","Species","B",24.3,17.4
"SimForest","T12","T12_P4","T12_P4_4","Calophyllum inophyllum","Species","B",27.1,18.6
"SimForest","T12","T12_P5","T12_P5_5","Calophyllum inophyllum","Species","C",14.2,12.6
"SimForest","T12","T12_P2","T12_P2_1","Elateriospermum tapos","Species","A",65.7,41
"SimForest","T12","T12_P4","T12_P4_2","Elateriospermum tapos","Species","B",23.6,19.3
"SimForest","T12","T12_P1","T12_P1_3","Elateriospermum tapos","Species","C",14.4,12.5
"SimForest","T12","T12_P4","T12_P4_4","Elateriospermum tapos","Species","C",15.6,15.7
"SimForest","T12","T12_P2","T12_P2_5","Elateriospermum tapos","Species","B",25.4,22
"SimForest","T12","T12_P3","T12_P3_6","Elateriospermum tapos","Species","A",73.2,54.5
"SimForest","T12","T12_P1","T12_P1_7","Elateriospermum tapos","Species","B",30.8,23.6
"SimForest","T12","T12_P4","T12_P4_8","Elateriospermum tapos","Species","C",13.5,11.8
"SimForest","T12","T12_P3","T12_P3_9","Elateriospermum tapos","Species","C",7.1,10
"SimForest","T12","T12_P3","T12_P3_10","Elateriospermum tapos","Species","A",44.4,34.2
"SimForest","T12","T12_P4","T12_P4_1","Eusideroxylon zwageri","Species","B",19.6,16.2
"SimForest","T12","T12_P2","T12_P2_2","Eusideroxylon zwageri","Species","C",12.2,12.3
"SimForest","T12","T12_P4","T12_P4_3","Eusideroxylon zwageri","Species","C",10.7,12.4
"SimForest","T12","T12_P3","T12_P3_4","Eusideroxylon zwageri","Species","A",60.4,45.2
"SimForest","T12","T12_P3","T12_P3_5","Eusideroxylon zwageri","Species","C",7.7,8.9
"SimForest","T12","T12_P5","T12_P5_6","Eusideroxylon zwageri","Species","B",23.8,18.7
"SimForest","T12","T12_P4","T12_P4_7","Eusideroxylon zwageri","Species","C",9.1,9.8
"SimForest","T12","T12_P1","T12_P1_8","Eusideroxylon zwageri","Species","A",67.6,39
"SimForest","T12","T12_P2","T12_P2_1","Intsia palembanica","Species","C",10.7,10.5
"SimForest","T12","T12_P4","T12_P4_2","Intsia palembanica","Species","B",32,25.4
"SimForest","T12","T12_P1","T12_P1_1","Macaranga gigantea","Species","C",12,11.7
"SimForest","T12","T12_P1","T12_P1_2","Macaranga gigantea","Species","B",20.6,18.4
"SimForest","T12","T12_P1","T12_P1_1","Mallotus paniculatus","Species","B",24.3,19.6
"SimForest","T12","T12_P5","T12_P5_2","Mallotus paniculatus","Species","B",18.4,17.2
"SimForest","T12","T12_P2","T12_P2_3","Mallotus paniculatus","Species","B",25.5,22.1
"SimForest","T12","T12_P2","T12_P2_1","Nephelium lappaceum","Species","C",11.9,13.2
"SimForest","T12","T12_P3","T12_P3_2","Nephelium lappaceum","Species","C",10.4,10.3
"SimForest","T12","T12_P1","T12_P1_3","Nephelium lappaceum","Species","C",7.3,9.2
"SimForest","T12","T12_P1","T12_P1_1","Parkia speciosa","Species","C",8.4,10.6
"SimForest","T12","T12_P4","T12_P4_2","Parkia speciosa","Species","B",21.9,20.1
"SimForest","T12","T12_P5","T12_P5_1","Vatica rassak","Species","C",15.9,13.1
"SimForest","T12","T12_P5","T12_P5_2","Vatica rassak","Species","C",8.1,10.2
"SimForest","T12","T12_P4","T12_P4_3","Vatica rassak","Species","C",10.3,11.5
"SimForest","T12","T12_P2","T12_P2_4","Vatica rassak","Species","B",22.2,18.4
"SimForest","T12","T12_P1","T12_P1_5","Vatica rassak","Species","C",15.9,13.9
"SimForest","T13","T13_P2","T13_P2_1","Shorea leprosula","Species","C",15.8,16
"SimForest","T13","T13_P3","T13_P3_2","Shorea leprosula","Species","A",33.1,26.4
"SimForest","T13","T13_P2","T13_P2_3","Shorea leprosula","Species","C",9.4,11
"SimForest","T13","T13_P1","T13_P1_4","Shorea leprosula","Species","A",33.2,24.5
"SimForest","T13","T13_P4","T13_P4_5","Shorea leprosula","Species","C",15.6,14.3
"SimForest","T13","T13_P3","T13_P3_6","Shorea leprosula","Species","B",26.6,22.3
"SimForest","T13","T13_P5","T13_P5_1","Shorea parvifolia","Species","B",25.4,22.1
"SimForest","T13","T13_P2","T13_P2_2","Shorea parvifolia","Species","C",10.8,11.9
"SimForest","T13","T13_P3","T13_P3_3","Shorea parvifolia","Species","B",18.7,14.7
"SimForest","T13","T13_P2","T13_P2_1","Shorea acuminata","Species","C",5.9,8
"SimForest","T13","T13_P4","T13_P4_2","Shorea acuminata","Species","B",17.2,15.5
"SimForest","T13","T13_P4","T13_P4_3","Shorea acuminata","Species","B",26.8,19.2
"SimForest","T13","T13_P3","T13_P3_4","Shorea acuminata","Species","C",14.6,15.1
"SimForest","T13","T13_P1","T13_P1_5","Shorea acuminata","Species","C",8.2,10.4
"SimForest","T13","T13_P2","T13_P2_6","Shorea acuminata","Species","B",23,18.7
"SimForest","T13","T13_P3","T13_P3_7","Shorea acuminata","Species","B",30.6,23.4
"SimForest","T13","T13_P3","T13_P3_1","Dipterocarpus alatus","Species","B",26.1,22.8
"SimForest","T13","T13_P4","T13_P4_2","Dipterocarpus alatus","Species","C",6.1,8.6
"SimForest","T13","T13_P5","T13_P5_1","Dipterocarpus caudatus","Species","A",70.4,40.4
"SimForest","T13","T13_P2","T13_P2_2","Dipterocarpus caudatus","Species","C",12,12.4
"SimForest","T13","T13_P2","T13_P2_3","Dipterocarpus caudatus","Species","B",21.4,17.5
"SimForest","T13","T13_P2","T13_P2_4","Dipterocarpus caudatus","Species","C",12.7,13.5
"SimForest","T13","T13_P4","T13_P4_1","Hopea nervosa","Species","C",12.6,12.5
"SimForest","T13","T13_P5","T13_P5_1","Dryobalanops aromatica","Species","C",11.8,13
"SimForest","T13","T13_P4","T13_P4_2","Dryobalanops aromatica","Species","C",15.9,14.6
"SimForest","T13","T13_P3","T13_P3_3","Dryobalanops aromatica","Species","B",20.1,16.9
"SimForest","T13","T13_P3","T13_P3_1","Syzygium polyanthum","Species","A",38.3,29.7
"SimForest","T13","T13_P4","T13_P4_2","Syzygium polyanthum","Species","B",21.7,17.1
"SimForest","T13","T13_P1","T13_P1_3","Syzygium polyanthum","Species","A",62.8,39.6
"SimForest","T13","T13_P3","T13_P3_4","Syzygium polyanthum","Species","A",68.4,51.1
"SimForest","T13","T13_P5","T13_P5_5","Syzygium polyanthum","Species","C",6.6,8.4
"SimForest","T13","T13_P4","T13_P4_6","Syzygium polyanthum","Species","A",58.4,43.7
"SimForest","T13","T13_P4","T13_P4_7","Syzygium polyanthum","Species","B",26.3,21.9
"SimForest","T13","T13_P2","T13_P2_1","Dacryodes rostrata","Species","C",6.3,9.3
"SimForest","T13","T13_P3","T13_P3_2","Dacryodes rostrata","Species","C",7.8,10.4
"SimForest","T13","T13_P4","T13_P4_1","Ficus benjamina","Species","C",14.4,13.2
"SimForest","T13","T13_P3","T13_P3_2","Ficus benjamina","Species","C",9.4,10.1
"SimForest","T13","T13_P4","T13_P4_1","Ficus variegata","Species","C",13.8,14.1
"SimForest","T13","T13_P3","T13_P3_1","Artocarpus elasticus","Species","C",8.9,9.7
"SimForest","T13","T13_P5","T13_P5_2","Artocarpus elasticus","Species","C",12.7,12.8
"SimForest","T13","T13_P5","T13_P5_3","Artocarpus elasticus","Species","C",11.4,11.2
"SimForest","T13","T13_P5","T13_P5_1","Durio zibethinus","Species","C",6.2,9.3
"SimForest","T13","T13_P3","T13_P3_2","Durio zibethinus","Species","A",72.5,49.4
"SimForest","T13","T13_P4","T13_P4_3","Durio zibethinus","Species","B",28.4,21.2
"SimForest","T13","T13_P2","T13_P2_4","Durio zibethinus","Species","B",19.3,16.1
"SimForest","T13","T13_P5","T13_P5_5","Durio zibethinus","Species","A",56.2,37.4
"SimForest","T13","T13_P3","T13_P3_1","Dyera costulata","Species","B",17.5,14.3
"SimForest","T13","T13_P4","T13_P4_2","Dyera costulata","Species","C",7.7,9.6
"SimForest","T13","T13_P1","T13_P1_3","Dyera costulata","Species","C",15.7,13.3
"SimForest","T13","T13_P1","T13_P1_4","Dyera costulata","Species","C",11,12.4
"SimForest","T13","T13_P4","T13_P4_5","Dyera costulata","Species","C",14.5,14.7
"SimForest","T13","T13_P5","T13_P5_6","Dyera costulata","Species","C",8.9,9.5
"SimForest","T13","T13_P3","T13_P3_7","Dyera costulata","Species","C",8.6,10.7
"SimForest","T13","T13_P2","T13_P2_8","Dyera costulata","Species","B",27.6,21.3
"SimForest","T13","T13_P2","T13_P2_1","Palaquium rostratum","Species","B",19.2,16.6
"SimForest","T13","T13_P5","T13_P5_1","Santiria laevigata","Species","C",14.3,13.3
"SimForest","T13","T13_P4","T13_P4_2","Santiria laevigata","Species","C",13.6,11.8
"SimForest","T13","T13_P4","T13_P4_3","Santiria laevigata","Species","C",10.7,10.4
"SimForest","T13","T13_P5","T13_P5_4","Santiria laevigata","Species","C",14.5,13.9
"SimForest","T13","T13_P5","T13_P5_5","Santiria laevigata","Species","C",12.2,11.2
"SimForest","T13","T13_P3","T13_P3_6","Santiria laevigata","Species","A",40,25.4
"SimForest","T13","T13_P3","T13_P3_7","Santiria laevigata","Species","B",29.9,24
"SimForest","T13","T13_P1","T13_P1_8","Santiria laevigata","Species","A",65,50.2
"SimForest","T13","T13_P2","T13_P2_9","Santiria laevigata","Species","B",23.3,20.2
"SimForest","T13","T13_P2","T13_P2_1","Aglaia argentea","Species","B",21.7,18.4
"SimForest","T13","T13_P4","T13_P4_1","Knema laurina","Species","B",19.7,15.2
"SimForest","T13","T13_P4","T13_P4_2","Knema laurina","Species","C",12,11.6
"SimForest","T13","T13_P3","T13_P3_3","Knema laurina","Species","C",12.9,12.6
"SimForest","T13","T13_P4","T13_P4_4","Knema laurina","Species","C",11.1,12.3
"SimForest","T13","T13_P3","T13_P3_5","Knema laurina","Species","A",37.2,23.7
"SimForest","T13","T13_P3","T13_P3_6","Knema laurina","Species","C",9.6,11.7
"SimForest","T13","T13_P5","T13_P5_7","Knema laurina","Species","B",28.8,24.4
"SimForest","T13","T13_P5","T13_P5_1","Horsfieldia irya","Species","C",12.7,11.9
"SimForest","T13","T13_P5","T13_P5_2","Horsfieldia irya","Species","C",6.6,9.1
"SimForest","T13","T13_P5","T13_P5_3","Horsfieldia irya","Species","C",6,8.5
"SimForest","T13","T13_P5","T13_P5_4","Horsfieldia irya","Species","A",33.6,27.3
"SimForest","T13","T13_P5","T13_P5_5","Horsfieldia irya","Species","C",6.1,8.9
"SimForest","T13","T13_P3","T13_P3_6","Horsfieldia irya","Species","C",14,13.7
"SimForest","T13","T13_P1","T13_P1_7","Horsfieldia irya","Species","C",12.1,12.1
"SimForest","T13","T13_P1","T13_P1_1","Litsea firma","Species","C",10.6,11.2
"SimForest","T13","T13_P4","T13_P4_2","Litsea firma","Species","C",9,11
"SimForest","T13","T13_P2","T13_P2_3","Litsea firma","Species","A",61.5,41
"SimForest","T13","T13_P2","T13_P2_4","Litsea firma","Species","A",38,24.9
"SimForest","T13","T13_P4","T13_P4_1","Baccaurea macrocarpa","Species","C",7.4,9.4
"SimForest","T13","T13_P1","T13_P1_2","Baccaurea macrocarpa","Species","B",23.1,19.6
